,ptr,ggo,ppy,mml,hsa br M 1,hsa br M 2,hsa br M 3,hsa br M 4,hsa br M 5,hsa br F 1,hsa cb M 1,hsa cb F 1,hsa ht M 2,hsa ht M 1,hsa ht F 1,hsa kd M 1,hsa kd M 2,hsa kd F 1,hsa lv M 1,hsa lv M 2,hsa ts M 1,hsa ts M 2,ptr br M 3,ptr br M 2,ptr br M 5,ptr br M 1,ptr br M 4,ptr br F 1,ptr cb M 1,ptr cb F 1,ptr ht M 1,ptr ht F 1,ptr kd M 1,ptr kd F 1,ptr lv M 1,ptr lv F 1,ptr ts M 1,ppa br M 1,ppa br F 1,ppa br F 2,ppa cb M 1,ppa cb F 1,ppa ht M 1,ppa ht F 1,ppa kd M 1,ppa kd F 1,ppa lv M 1,ppa lv F 1,ppa ts M 1,ggo br M 1,ggo br F 1,ggo cb M 1,ggo cb F 1,ggo ht M 1,ggo ht F 1,ggo kd M 1,ggo kd F 1,ggo lv M 1,ggo lv F 1,ggo ts M 1,ppy br M 1,ppy br F 1,ppy cb F 1,ppy ht M 1,ppy ht F 1,ppy kd M 1,ppy kd F 1,ppy lv M 1,ppy lv F 1,mml br M 2,mml br M 1,mml br F 1,mml cb M 1,mml cb F 1,mml ht M 1,mml ht F 1,mml kd M 1,mml kd F 1,mml lv M 1,mml lv F 1,mml ts M 1,mml ts M 2
ptr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ggo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mmu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oan ts M 2,,,,,0.34419665214886513,0.33158060252362914,0.34256085180154017,0.2233770111358462,0.2830580409128971,0.36511641130720834,0.31892725334774213,0.187975702315391,0.3538916318509561,0.37702931642999865,0.35123185094825743,0.25844859869300363,0.3120777638963845,0.3687775888876329,0.2321046539004374,0.22329131236808908,0.34529979502268504,0.3319859530298835,0.3399884974547185,0.33055363555244005,0.36781939359975596,0.34340734311517884,0.4016357478696693,0.368119026372669,0.33311046989331233,0.35759568865996727,0.28728877449240436,0.232240217127053,0.10138665238238057,0.276683266879979,0.3033294989462376,0.3418351454667819,0.3511318986148291,0.3836570697169562,0.3328756891530031,0.3392904210199655,0.3143875284617625,0.3221205179703958,0.3454571918367536,0.2158822306498175,0.24689679724797706,0.25539408596318824,0.1237413865421375,0.2724615593688817,0.23848162244587945,0.28388921953116275,0.2611107981444099,0.19220732013919745,0.22687516457456106,0.1685369704860785,0.22097117014010406,0.13162191446677637,0.212231187691148,0.31376184182931677,0.2877774492056437,0.34267389018222033,0.2093728417290497,0.22094584493306255,-0.03190974892507991,0.1800013191119165,0.23640486471153307,0.14502425461512847,0.1292829135924727,0.15104267815152464,0.2217580896741952,0.23362747399109715,0.24601512765948566,0.28158834630179136,0.07429912487356279,0.19618844582094996,0.13584245942384582,0.3290838498600981,0.05107868754814268,0.2935152686307622,0.2536925045141039,0.326711496513926,0.24555538456284945,0.26979983367084026
gga br M 1,,,,,0.3823289320044782,0.3797818030685494,0.4561132978519178,0.3374057524280257,0.4293587774991842,0.45847329159994993,0.4306283339253148,0.4400200475337059,0.45119321767719567,0.4806566100274612,0.4661528904108376,0.3755707990568208,0.4585291174194484,0.4861709696936193,0.4009558456639297,0.451991859370765,0.3869181267305705,0.36694470741176305,0.4683227519167452,0.465713496462873,0.49052693327317165,0.48894917233979274,0.5088514675886164,0.5695722658818195,0.5339837680810429,0.5544535801850896,0.4388352316696416,0.47327264738690866,0.49573554455386937,0.5231386410931186,0.5700524020529025,0.5446619814308391,0.3147429345536145,0.4348819272690762,0.4322958417829834,0.41809899556839974,0.42928035480147225,0.38101833306207056,0.40573466361434585,0.4370069636066024,0.4558743738024424,0.47396811343958273,0.4473853826332526,0.4949277387432985,0.36271442875756943,0.5117784585546885,0.5540827791150232,0.37293607763185477,0.4518644419790271,0.46544245137800905,0.5010081362258295,0.4042015321910527,0.4669902725865066,0.38963553060431433,0.4504329319143564,0.3230355129213828,0.5049900415210927,0.5776828820874453,0.4266810956036358,0.5215434494890803,0.4111097219690489,0.4323721598229384,0.45581845280401556,0.4273250686542341,0.519148705013615,0.4299680088100804,0.44453568105344216,0.468409629307069,0.4549084760185288,0.40513952041199336,0.47207980433382085,0.46342644957453455,0.4290611108214669,0.4039616330817867,0.44225720557373627,0.5547288504567925,0.24798227321053032,0.29313600661197914
gga br F 1,,,,,0.38437750639484003,0.37053514372575197,0.46384916616520616,0.3550358006525672,0.4567511407317483,0.4508252433521939,0.4260417143302615,0.4597380843574418,0.44787710053251917,0.4591454003218187,0.4610492169176898,0.38516255235583424,0.46806143205411976,0.49095042544447287,0.39036194467375046,0.42770690217954455,0.38217944898869516,0.35401168254065346,0.4484997594914405,0.4380216077969379,0.46532530891973684,0.4893817142262641,0.4817176700078871,0.5561159980545417,0.5063201818867126,0.5424934049276444,0.41496259805116664,0.45527393335240135,0.5024126269346003,0.5570327067945835,0.5619709071808019,0.5591318746257791,0.28657564814239567,0.42230628734375253,0.4246901052027739,0.404976111308714,0.4202036799916673,0.3521065696539929,0.3907004698123792,0.42974475600592515,0.48047270054261704,0.4832810271242593,0.4673663410491668,0.49748198503984625,0.3705574247096014,0.5276190167623983,0.5436394954434862,0.3659166027404087,0.43685741830643543,0.45755004192592463,0.5071447726959653,0.40778672579802083,0.5076013866007989,0.37354615938715213,0.42100755755658587,0.3099592873951694,0.5081865682158075,0.5652089600719182,0.4173219351293091,0.49238782905793577,0.3477875187806801,0.42131364846196584,0.45086246374164657,0.38801509003128903,0.5021491231648556,0.43998462303782704,0.46857853011819484,0.49238664323792236,0.46601038038233616,0.3951755546292391,0.507075025970763,0.48747490094015766,0.4759534619978785,0.42117568174954495,0.49444033044922964,0.6001111965055617,0.24279578945453373,0.29465116415825476
gga cb M 1,,,,,0.38558358230361833,0.36755979395888255,0.47638108928596107,0.38740698550687575,0.466880694813874,0.4723423999098763,0.4288261897569379,0.4600198565348785,0.42464521351176066,0.4662047524014937,0.44800031458179224,0.3536914720562735,0.43031994712382715,0.4567641737815655,0.3877416736253518,0.4474253821251772,0.23160258893996452,0.1906331967460564,0.45765677636706636,0.41736540780575326,0.4720378653573045,0.4792508658027109,0.4891129115569235,0.5418921615645661,0.5123892317590922,0.5165711774837976,0.4067657672143099,0.4897678368837704,0.5549649037596298,0.5381806344436098,0.541602370199232,0.5145172390185878,0.04170049454469706,0.3898309485054377,0.38497370294785777,0.40716060804809745,0.4088852956413787,0.3607532674654785,0.3542945861269865,0.48898688401070506,0.45992296621365175,0.4751586152302584,0.49438606523820333,0.500202333761043,0.1652322964996313,0.5324960156374527,0.559917333064538,0.39335431206237303,0.45056771556260183,0.4963229464280858,0.5085056618654369,0.46202682274375995,0.5136265138206455,0.3527831693956058,0.41126193178838605,0.12785588708577186,0.5095271497290139,0.5625198843031878,0.48136542353866746,0.5495986425473662,0.3741342870698426,0.382518792430057,0.4140344717315967,0.35456601101513724,0.5009888117891077,0.4308400157233843,0.4343680562178785,0.4816311090118717,0.5344490377592144,0.4094798200517785,0.5584300075031021,0.49202181926371774,0.5201710658353894,0.403245821101654,0.47319413108944375,0.5677088754951845,0.060987293555286134,0.13847918094681622
gga cb F 1,,,,,0.37888498162623757,0.344964860450833,0.4587725461405603,0.3733546397862948,0.4742883024786525,0.4467009120632894,0.41650497741368986,0.44999594441477386,0.4121624464954184,0.4317914269714102,0.4257325206215645,0.33307112598062366,0.3991791601354439,0.4446206871011925,0.3587166352273188,0.4133713777554502,0.23372041756884437,0.20537502935431393,0.4174361660191497,0.3756514148523926,0.4227108851614956,0.4418549207131259,0.43898723561202635,0.5091346761021974,0.4347809428156528,0.4741546235013961,0.36449931144167985,0.4617247650955336,0.5089148530738432,0.5287678728090126,0.4963771784798189,0.5010464707872756,0.029841245140055865,0.3577413975845485,0.3518320590977645,0.38004231299434105,0.35368221398805744,0.29899750541804837,0.32613763916276717,0.45137168456939647,0.4449753505428329,0.42989656583681846,0.461348858729278,0.46860916513254575,0.1622740407030152,0.5062260741632301,0.506673353954737,0.33734170819106285,0.38779340776596904,0.4499599111285235,0.47302884039079407,0.4139263932036366,0.49293587059709415,0.3004785953758869,0.3744072500816413,0.12124926906609258,0.44979724723083947,0.4966413392883748,0.43204230001696453,0.48124952245183317,0.2876377830711912,0.3336239601880078,0.3638379884547937,0.2918951859440827,0.4657639144795189,0.39033685437052,0.39323643913823686,0.4523800658530289,0.4904688047826062,0.34545054500601236,0.5193968598749833,0.46046112335399136,0.5104682110460175,0.3772750512782663,0.4768230705726723,0.5700987783317109,0.059891653511017065,0.1349873026861887
gga ht M 1,,,,,0.2950923370216696,0.2792518349674107,0.43031447922100713,0.3572598596968663,0.4427365307890637,0.3648829071483348,0.42917309210216453,0.5264319716929475,0.5326514249125209,0.5570188399389173,0.5106950090640283,0.4367546950418636,0.46804486388065775,0.4968924339686844,0.39157520652005906,0.4796977258243787,0.4587731972450745,0.38627348239863857,0.4467494729633657,0.39632698203784095,0.46213253980001184,0.4943984683333608,0.4470231344000586,0.41429678845760837,0.5407741831433144,0.43977360428178547,0.4284391468861233,0.44964031130283716,0.4708233498113558,0.482974841362983,0.5210197708374119,0.48569306278768454,0.2562857139125397,0.35422064310586177,0.4535731577712811,0.38800468104953667,0.41928091351684005,0.3564331454880807,0.4411424285469695,0.4803827882874094,0.47032734334436277,0.4847202747644119,0.4472704010762615,0.46548987917745,0.393647874213827,0.5170246745102427,0.47440611648745995,0.42677363120794454,0.4703961923495837,0.49961658635632417,0.5154985770981775,0.429816291857568,0.47359180534007217,0.4321117673292839,0.4051346132182872,0.3153763140012599,0.48785013151246126,0.5100594489351792,0.4498479030321383,0.516847783920498,0.525598703992448,0.4746075510143197,0.5064307030236482,0.547538477533656,0.5339805787002885,0.34492966689469173,0.35841753514291863,0.34194673937895625,0.39336038591762396,0.32385520021277586,0.47749698642442473,0.42686726172379813,0.37817088106206226,0.3793138332442505,0.446744913585041,0.4843265197913369,0.263991790105096,0.31578429553614606
gga ht F 1,,,,,0.27064165890593894,0.26249811288947256,0.38779613384153305,0.3027027020370965,0.4123075756437255,0.3467215878321998,0.38191850211050143,0.45587377440966437,0.5053390043478354,0.5125034911626242,0.49232129170773226,0.4066321933599783,0.4437425874246954,0.486427271681017,0.3553976242860011,0.4607463660368915,0.3880369248465308,0.33133723140564736,0.4298119193666544,0.3756528622468494,0.4407094510653558,0.4722966870177263,0.4325669561518673,0.44252914344187616,0.5107759444711837,0.45657865038114254,0.43628527426659386,0.47994365176289056,0.44552041434765716,0.49601021070125206,0.5031577538818449,0.5107514953687066,0.24719461436463247,0.34640235341049785,0.41857087818863736,0.3602518014010679,0.39559525076436186,0.30767386835199084,0.42432200958465394,0.45395139100063947,0.44095067147194617,0.44980429877297834,0.40184521407325846,0.3931266826477597,0.3657243848846016,0.4779394781857518,0.4630083040341524,0.3917012472471363,0.4399476700379157,0.4887603415325127,0.5003904326659945,0.4161305394577112,0.45540054768556987,0.40280901552472853,0.3735776533554151,0.26661201190150846,0.42586062958782933,0.4694339951299068,0.4061119811382487,0.4773006429860135,0.46078630149885447,0.4420353370272865,0.4714124676393291,0.460669443539392,0.4840492765479975,0.34260320682741013,0.36474704771303834,0.3480038250642905,0.37422065539768135,0.3008650939930615,0.4964211828863391,0.4734115349668573,0.4237078771156456,0.40150526400428793,0.41872734698098296,0.49817868158739653,0.21795166153443243,0.29383455546827814
gga kd M 1,,,,,0.37720886760372824,0.3609619185756085,0.4978990819854029,0.36747386754512296,0.5168845571996374,0.44539438485536126,0.49383652553370166,0.566646884217735,0.5579831375391971,0.5728444971238628,0.5523930661523027,0.46220330485246297,0.5224694759963334,0.570814692344942,0.48375668872494754,0.5863739471942889,0.34765950002356005,0.2566026262303678,0.5654894564460942,0.5112651434145251,0.5868192830155421,0.6118468375555136,0.5773372876917574,0.5468456507831867,0.6418569538650394,0.5769353513706181,0.49063589541545866,0.5917475209479549,0.6186254889226313,0.6094526215246907,0.6184532303441979,0.6267924267734144,0.1346443357701215,0.49489565536818714,0.5743738885192899,0.4850817016272005,0.5249145723231704,0.4653191466031783,0.5028497157341931,0.5783555744509533,0.5676004237183523,0.5752480499814013,0.5665723073384291,0.5333261438181196,0.25929525831259564,0.5812155164718813,0.5680004642123058,0.48642274359809634,0.5383710569998562,0.5736127846261799,0.5476057627502273,0.5605952771948878,0.5500541197417542,0.4816024599313478,0.45032389871938705,0.19011059193781848,0.5954504875576644,0.6156718652251008,0.580145507222362,0.5334498756926447,0.5351913218886163,0.5343723633065756,0.5471635850439958,0.5314486449810736,0.5893079672133333,0.4639200818446554,0.48840601115686433,0.48363955632574285,0.5441429793510273,0.4400648884749094,0.6048015525637666,0.519142997550782,0.5425488384783353,0.4927299186773146,0.5232857325032299,0.5720952008542203,0.08931412527725852,0.15738506292021334
gga kd F 1,,,,,0.41262181908937695,0.39164310314807455,0.4835111937364514,0.35376702587525877,0.5030281655569556,0.4603632425572017,0.47897476626291235,0.4943327761063615,0.5303841853512912,0.5515122631885281,0.5392695802611178,0.449876170152346,0.5343824051355335,0.5963584880829829,0.41808720187726706,0.5135258424253446,0.38180258564068625,0.30188106086088895,0.5490542427571794,0.5030098219032109,0.5470646368928603,0.5823938344687822,0.5811458553255228,0.5636743672148408,0.5946569662712295,0.5913494165574334,0.4804410327735652,0.5496650696718373,0.535549417521243,0.6089081101752541,0.5488867542914934,0.5815090241590962,0.24649919147228183,0.5060412043091103,0.5359646422008912,0.4837998707374937,0.5073198823736305,0.458437025909763,0.48086285561502196,0.5189907936140576,0.5441975146701504,0.5425350307394582,0.46172323887218986,0.4750822836821008,0.32257515609104026,0.5828216356391158,0.5805530247320354,0.5069059387505299,0.524920631947711,0.5330375733459504,0.5325379563783,0.5183607422953715,0.5568760710730601,0.4544925846399724,0.4410771075345742,0.2835388830434292,0.5644727069600316,0.5659648908957332,0.47517784331819085,0.48266735231421415,0.4556345388766752,0.5146637636222948,0.4989443014665592,0.4657811767808978,0.48429408683492536,0.4668704437739701,0.4830288657980575,0.4969280502525504,0.4830911642139195,0.4310893150992413,0.5664563815030683,0.5395533288226432,0.5037578497940122,0.5329344532047501,0.5321613661515103,0.5914230262165012,0.2008819399773296,0.2616197055252111
gga lv M 1,,,,,0.5274374926535437,0.52266291966449,0.6265825839910382,0.46578012027879934,0.623614295355704,0.5871135631276376,0.5765278205591307,0.6203110032114505,0.5953896169074671,0.6346216495159933,0.575870377067496,0.5910105375803848,0.6030638688334344,0.6279432417427318,0.4505635690316868,0.564069897953027,0.6611401622807511,0.5736067776677574,0.6130008958079838,0.5572639887664806,0.611935363506086,0.6518171529520296,0.5977237562394986,0.5615981635932841,0.6313875765827948,0.5670860457525968,0.4837234945182833,0.5260326849064316,0.6009313425429423,0.6534883259822695,0.6033432847032871,0.6260434376832993,0.45468097165919485,0.5551748498920577,0.6402486995192043,0.5705357196641963,0.5618580496757435,0.5176794707589296,0.5628056220260214,0.5640785773853656,0.6477023968050634,0.6423353052622602,0.5483348157086775,0.5704923251933909,0.5266845095691951,0.6510999385589229,0.6274781910614005,0.5381555953845671,0.5775591552242711,0.5972374954466899,0.5952185703528546,0.5681096171650022,0.6192473767776361,0.5313724797351446,0.4849453957983661,0.5045088027501667,0.6692431697926822,0.65135248975825,0.4852923843110608,0.586844946976703,0.574299584815626,0.5602896364969276,0.5769982958529924,0.5787430469945629,0.6339560616211182,0.5833276155316662,0.6051395528112096,0.6182940064278156,0.5483135371733061,0.4911336552993588,0.6274065270736826,0.5530499493130667,0.5641965771644902,0.5749170375343904,0.6225191403247051,0.6210038629539976,0.4112530608982701,0.47013306742912764
gga lv F 1,,,,,0.4570901721715946,0.44855826660870374,0.4560312069696841,0.3285914120443504,0.4722566658792218,0.4880106411863029,0.4821311946073649,0.4687117066850531,0.5059174996667927,0.502598621178988,0.5174207088253644,0.43035026966699025,0.5335156012142387,0.583188247365945,0.457603194166626,0.5347052252106872,0.2055191662302962,0.14703516040842685,0.5652547815195114,0.5127733298888504,0.5622789035491401,0.5500298798229751,0.5989422725960553,0.5540587569341949,0.5532902656373653,0.5382069127693901,0.5202932826931467,0.6128344454109409,0.6095408198558534,0.6084324371943384,0.49721439761087777,0.5452903978401438,0.0311987509831934,0.5433883894460266,0.49593513374333625,0.5180067512880192,0.4669128967292799,0.45438827757966394,0.5096374647145492,0.5724880061588585,0.5583828479935327,0.5443877469127137,0.5064113840217702,0.4457564239475951,0.06826804719387938,0.5218847140683748,0.572034246547411,0.48230508468080324,0.4878600365984163,0.53544183439619,0.47459866865095296,0.5811023744222557,0.5436159158161213,0.412191005586116,0.416828884836598,0.104281061403806,0.5187901584569364,0.5349146321916628,0.5306637031273754,0.47417691672165785,0.4449688486558028,0.4886877291021606,0.4741446844738412,0.40364345343688446,0.4541812830630364,0.49300740350570255,0.5523519835362235,0.5637587203979719,0.5669434022340056,0.5060781237910066,0.6502694230455774,0.5762796533578695,0.639379664547177,0.6061869280092907,0.4912694429762301,0.5991838672047306,0.022072935912652556,0.06028882536818317
gga ts M 1,,,,,0.14786477390042374,0.1729291599085582,0.17522076202281248,0.1298418112114054,0.1787984226698909,0.15079540134484773,0.24505618965101283,0.25893332234014066,0.42362729655540843,0.38758419056045185,0.35082061734954073,0.3347008944858018,0.36323692720019873,0.37489355558042753,0.3665694125537224,0.365715625763816,0.34934579407142163,0.3251238509714974,0.24920370699327876,0.23588266049369783,0.26034147035098465,0.2609050499465894,0.2563387928081435,0.3399585585596359,0.3433176925033812,0.38478931152764295,0.2847394735820625,0.289367686704239,0.14492225849930193,0.2808737276168112,0.33543750036470615,0.328526415855148,0.27126716601106304,0.26368682019962275,0.3508733209442047,0.24183063239145863,0.279467906371601,0.2801321789462282,0.32403679718558936,0.21656366639007657,0.22727813662132307,0.27558162549505266,0.2757521081098209,0.31721110000669217,0.23790686230969288,0.23929442493982392,0.20382372289518974,0.2582118129963244,0.24436997849503567,0.18756395377252813,0.22325415916130908,0.22267552564835918,0.2165887729302193,0.3789323352088436,0.3010750181220698,0.2983972149518183,0.33612668392183614,0.3348473860224287,0.24558180780540234,0.2432276360515922,0.40105747411120635,0.31499352734232366,0.32889503913123624,0.3543682768589924,0.29356344926540406,0.20754087361466764,0.2925987436445072,0.18972796367969655,0.1988091975285015,0.21081027385073914,0.13875099811474706,0.1883588711000225,0.12164287659811956,0.16028650504601108,0.16401120747697967,0.21013703662936348,0.16144705662695996,0.16755982590812218
gga ts M 2,,,,,0.05597764997405673,0.10409628095678322,-0.04673462978682444,-0.0883871297658868,-0.06473369948529682,0.027837290281474497,0.07579721140654629,0.024669796456789635,0.27600551930043604,0.20020897756744885,0.2250900720264011,0.09968547205636955,0.19370601595674888,0.23866458379452107,0.20958463801532365,0.17714877020561046,0.12862200931307632,0.2220687935120414,0.08320047389880153,0.07237909782661381,0.09235597800102084,0.05533400887830831,0.18888712726593515,0.24949682067113552,0.2000121738744145,0.30095461951988434,0.28309169612774576,0.25482717219027917,-0.003735960760091599,0.09357594639929458,0.0768786135794784,0.10473973843002124,0.24479263970399479,0.2086573487230128,0.1292039238227246,0.08296245269904007,0.15038195191459494,0.1485555155372805,0.25634610382689366,0.15043489671156554,0.011452246492259885,0.05948553649224498,0.028576799713095857,0.06287859337655968,0.09224215550534742,-0.0012100370249841785,0.058529868538743535,0.09494947218655286,0.06896454978132022,0.041799770137043425,0.009089839177302292,0.08700833422886718,-0.011890080897239566,0.1891445423702715,0.13151432145128214,0.24331518526076928,0.03506007791716025,0.08037533961426105,0.08330943719894184,0.05816856673930386,0.24772798490923034,0.09314712337715536,0.09065795121312678,0.11902203539734202,-0.027796990710403063,-0.00788069561890851,0.13388241723698777,0.025041149776139644,-0.018980333294410547,0.076376161247427,-0.09163993784347622,0.09908338706215161,-0.06900971688979753,-0.001956066168980573,-0.19339923345125,-0.010515249382311707,0.14072426300119817,0.10594249131709522
